PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,DailyDate
03DAn,6R1/4k2P/8/8/2pB4/2P5/p6r/2K5 w - - 2 51,g8e8 e7e8 h7h8r h2h8,876,83,81,261,crushing endgame hangingPiece short,https://lichess.org/qglyzZKB#101,,
03DB8,6k1/4R3/2r2K1p/8/5P1N/3p4/P5P1/8 w - - 2 38,e7e6 c6e6 f6e6 d3d2 h4f5 d2d1q,1194,87,94,14922,advancedPawn crushing endgame long promotion,https://lichess.org/R3U5fW7X#75,,
03DDA,8/1pq4k/2p3p1/2P2p1p/P1Q4P/4PKP1/8/8 b - - 2 35,h7h6 c4f4 c7f4 f3f4 h6g7 f4e5,2121,75,83,254,crushing endgame long queenEndgame,https://lichess.org/xdG4mSmi/black#70,,
03DDF,5k2/R7/6pp/8/1B3p2/7P/4q1B1/7K b - - 1 40,f8e8 g2c6 e8d8 b4a5 d8c8 a7a8,2135,80,79,343,endgame exposedKing long master mate mateIn3 pillsburysMate,https://lichess.org/sLk0A4ie/black#80,,
03DEb,5r2/8/kpBp4/3P4/P5RK/8/5p2/8 w - - 0 46,g4g6 f2f1q c6b5 f1b5 a4b5 a6b5,2204,83,85,444,advancedPawn crushing endgame long promotion,https://lichess.org/asAVbdWv#91,,
03DFT,8/p4p2/4p3/p2pPk2/P4P1p/1P2PK2/6P1/8 b - - 0 35,f7f6 e5f6 f5f6 f3g4 e6e5 g4h4,2228,93,90,341,crushing endgame long pawnEndgame,https://lichess.org/c4M0z1zu/black#70,,
03DIX,4rrk1/5pp1/3p3p/p1p5/2q1P3/4Q3/PP3P2/1K2R1R1 b - - 1 23,g7g5 e3g5 h6g5 g1g5 g8h8 e1h1,2550,84,92,4696,endgame long mate mateIn3 sacrifice,https://lichess.org/M4Zq4Q9z/black#46,,
03DM7,r1b1k3/pp3p1p/2n5/2B1p1q1/8/1N1R4/PPP1B1PP/R5K1 b q - 7 19,c8f5 d3g3 g5h6 g3g8,1373,76,92,475,crushing master middlegame short,https://lichess.org/wQbUHOJX/black#38,Sicilian_Defense Sicilian_Defense_Paulsen-Basman_Defense,
03DMs,1r4k1/3q1pp1/p2b2n1/Bp1Nr3/8/PQ6/1PP3RP/2K2R2 b - - 0 33,d7c6 d5f6 g7f6 g2g6,2518,97,91,1151,crushing kingsideAttack middlegame pin short,https://lichess.org/P3UpyKfh/black#66,,
03DMu,2r3k1/1br2p2/pp2pQp1/3qN2p/3P2P1/P6R/1P3P1P/4R1K1 w - - 0 28,g4h5 d5h1,1120,77,64,87,master mate mateIn1 middlegame oneMove,https://lichess.org/6ORT4IDH#55,,
03DSs,8/5q1k/3Q2pp/4b3/2pP4/2B1n2P/1P4P1/7K w - - 0 42,d6e5 f7f1 h1h2 f1g2,1109,94,75,53,endgame master mate mateIn2 short,https://lichess.org/QskLWRPF#83,,
03DTp,8/2B2pk1/5q1p/1p1r2p1/pQ6/P6P/5PP1/6K1 b - - 1 39,f6d4 b4d4 d5d4 c7e5 g7g6 e5d4,1180,78,99,3060,advantage attraction endgame fork long,https://lichess.org/VNoLoyDr/black#78,,
03DV5,6k1/1p3pp1/p1pQ3p/8/2P1nnq1/1P3NN1/1P4PP/6K1 w - - 1 29,g3e4 g4g2,1132,75,98,586,endgame mate mateIn1 oneMove,https://lichess.org/beMvbozG#57,,
03DWn,rn2k2r/ppb3p1/2pqpp1p/2N5/3P4/2P4P/PP2BRP1/R2Q2K1 w kq - 3 17,c5b7 d6h2 g1f1 h2h1,696,100,93,749,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/xR7F5LTf#33,Zukertort_Opening Zukertort_Opening_Wade_Defense,
03DWu,4Q3/8/5r1p/P4kp1/8/3r3P/5K2/8 b - - 2 44,f6e6 e8b5 f5e4 b5c4 d3d4 c4e6,1720,76,97,8038,crushing endgame fork long queenRookEndgame,https://lichess.org/7t8O0LmX/black#88,,
03DYa,3N1b2/6kp/4Q1p1/1pq1P3/8/7P/6PK/8 b - - 5 46,c5c7 e6f6 g7g8 f6f8 g8f8 d8e6 f8f7 e6c7,2020,76,85,239,attraction crushing endgame fork sacrifice veryLong,https://lichess.org/h83Mcigb/black#92,,
03Daz,5rk1/5p2/p2qp1pp/2p5/3p2Q1/1P5P/P5P1/5RK1 b - - 0 38,f7f5 g4g6 g8h8 g6h6 h8g8 h6g6,2076,83,90,608,crushing endgame exposedKing long,https://lichess.org/rHHuOLnL/black#76,,
03Dig,4r1k1/pp3pp1/2q1p3/6p1/8/2P4R/PP2Q1PP/6K1 b - - 5 27,g7g6 e2e5 c6c5 e5c5,1600,75,84,136,crushing endgame short,https://lichess.org/XSDt45K4/black#54,,
03Dim,rn3rk1/pp2qpp1/7p/8/2pP1bb1/2PQ1NN1/PP2P1PP/1K1R1B1R w - - 0 15,d3e4 e7e4 g3e4 g4f5,1523,77,89,745,advantage opening pin short,https://lichess.org/cAaLaQAt#29,Bird_Opening Bird_Opening_Froms_Gambit,
03Dj5,r6k/5Rb1/2p3Qp/p2pq1p1/8/1B1R2PP/P1P3PK/4r3 w - - 5 28,d3f3 e5a1 g6g7 a1g7 f7g7 h8g7,1854,75,94,16088,advantage long middlegame,https://lichess.org/0IabbKVb#55,,
03DmV,1q2k2r/2p2pR1/4pn2/p1p5/2p1N3/4PP2/2PP2QP/2K5 b k - 1 27,f6e4 g7g8 e8e7 g8b8,1147,77,83,127,advantage endgame short skewer,https://lichess.org/jMAwecZJ/black#54,,
03DnQ,7k/7p/1R1p3P/p1p1p3/4P3/1P1P2P1/b4r2/2K5 b - - 0 33,a5a4 b6b8 f2f8 b8f8,1221,81,62,111,endgame mate mateIn2 short,https://lichess.org/EieodZSt/black#66,,
03DoA,8/8/7p/pk3p1P/5Pp1/1PK3P1/8/8 w - - 5 52,c3d4 b5b4 d4e5 b4b3,938,104,94,691,crushing endgame pawnEndgame short,https://lichess.org/qjeKzpGE#103,,
03Dp5,2r1br1k/1p4p1/7p/p1bpqN1P/P7/3Q4/1P3PP1/1BR2RK1 w - - 0 26,f5e7 c5f2 g1h1 e5h5,1732,77,81,66,crushing kingsideAttack middlegame short,https://lichess.org/aMfJLOXS#51,,
03Dpd,1qkr3r/1p3pR1/2p5/Q2p4/7p/5P2/P1B5/1K6 b - - 0 28,h4h3 c2f5 d8d7 g7f7 b8d6 f7d7 d6d7 f5d7 c8d7 a5c3,2651,86,87,424,crushing endgame pin veryLong,https://lichess.org/QjmqTQZC/black#56,,
03Drl,r4rk1/1p1n2pp/5p2/p7/5N2/P3PBqb/1P1Q2P1/R4RK1 b - - 1 24,h3f5 d2d5 g8h8 d5f5,1480,81,92,2143,advantage fork middlegame short,https://lichess.org/qx08fVxC/black#48,,
03DuL,r1b1k2r/1p3ppp/p1q2n2/4p1B1/P3P3/3B4/2P3PP/R2Q1RK1 b kq - 1 15,f6g4 d3b5 e8g8 b5c6,1509,78,90,256,crushing middlegame pin short,https://lichess.org/YD0MIEl6/black#30,Sicilian_Defense Sicilian_Defense_Kan_Variation,
03DzF,7k/1p2R3/p2p3p/2nPq3/2R2N2/1P1n3P/P5PK/8 b - - 10 30,e5e7 f4g6 h8g7 g6e7,586,99,67,109,advantage endgame fork short,https://lichess.org/iKgxEy0O/black#60,,
03E2z,8/8/6p1/3kP3/8/3K4/8/8 w - - 1 56,d3e3 d5e5 e3f3 e5f5 f3g3 f5g5,1523,76,88,259,crushing defensiveMove endgame long pawnEndgame zugzwang,https://lichess.org/sgLUTubC#111,,
03E3Y,2rr2k1/p6p/1p4p1/5p2/4pP2/PN4P1/1P4NP/1K5R w - - 0 25,g2e3 d8d3 h1e1 d3b3,1125,75,95,4149,crushing endgame fork short,https://lichess.org/1YHHjVUA#49,,
03E8w,rnq2rk1/ppp1bNpp/4p3/3b2BP/2BP2P1/2P5/P1P1Q3/R4RK1 b - - 4 15,f8f7 c4d5 f7f1 a1f1 e6d5 g5e7 b8c6 f1f8 c8f8 e7f8,2342,102,90,1582,advantage fork middlegame veryLong,https://lichess.org/GVIcQF0r/black#30,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Tartakower_Variation,
03EDd,6k1/4n1p1/3Q3p/3P2q1/1P1BPp2/5P2/P1r3PP/5R1K w - - 1 28,f1f2 c2c1 f2f1 c1f1,969,84,66,164,crushing endgame short,https://lichess.org/kKTORpVz#55,,
03EDn,r2qr1Qk/ppp3pp/2n5/4N3/3P4/2P5/P4PPP/R3K2R b KQ - 2 16,e8g8 e5f7,832,79,97,341,mate mateIn1 middlegame oneMove smotheredMate,https://lichess.org/2nTop47v/black#32,Danish_Gambit Danish_Gambit_Other_variations,
03EFQ,6k1/p5rp/p3p1p1/1b2N3/3rp3/PP2K3/7P/2R5 b - - 1 32,d4d5 c1c8 d5d8 c8d8 b5e8 d8e8,420,97,93,1058,endgame long mate mateIn3,https://lichess.org/ZVKTxxzu/black#64,,
03EI3,3r4/6pp/2p1k3/ppP5/6P1/7P/1P6/4R1K1 b - - 1 32,e6d5 e1d1 d5c5 d1d8,862,94,97,1368,crushing endgame rookEndgame short skewer,https://lichess.org/FxsIzYzO/black#64,,
03ELV,r3r3/pp3pbk/2p3pB/3b4/8/2qB2QP/P1P3P1/3R1R1K b - - 0 22,g7h6 d3g6 f7g6 g3c3,1779,74,96,2417,advantage discoveredAttack middlegame short,https://lichess.org/8gU1GvAe/black#44,,
03ELs,r2q2k1/pb2b1p1/1p2p1rp/2p5/4PB2/2P1P3/PPQ3PP/RB3RK1 w - - 1 17,e4e5 g6g2 c2g2 b7g2,1053,81,70,69,advantage fork middlegame short,https://lichess.org/QnsMoVXA#33,Indian_Defense Indian_Defense_London_System,
03EMq,5k2/p1p2r2/1p1pK3/1P1Pp1p1/4N3/8/2P2n2/5R2 b - - 3 43,g5g4 f1f2 f7f2 e4f2 g4g3 f2h3,1716,75,87,156,advantage defensiveMove endgame long,https://lichess.org/e8BE3xKx/black#86,,
03EPU,r1b2rk1/pp2n1pp/2n5/2q2p2/3p4/2N2N2/PPP1QPPP/2KR1B1R w - - 0 12,f3d4 c6d4 e2c4 d4e6 c4c5 e6c5,2330,90,85,1255,advantage long opening,https://lichess.org/liUubf5z#23,Scandinavian_Defense Scandinavian_Defense_Blackburne_Gambit,
03EPr,3q2k1/1p3ppp/r7/3p4/rn1B4/4P1Q1/5PPP/R3R1K1 b - - 3 23,g7g6 a1a4 a6a4 g3e5 f7f6 e5e6 g8g7 d4f6 d8f6 e6d7,2141,84,71,49,crushing discoveredAttack fork middlegame sacrifice veryLong,https://lichess.org/9O0b9W1J/black#46,,
03ET6,5rk1/3b1p1p/1q1pp1pQ/4n2P/p2RP1P1/5P2/BPP5/2K4R b - - 0 25,b6d4 h5g6 e5d3 c2d3,1842,102,100,63,equality middlegame short,https://lichess.org/IJ5K8xZ3/black#50,,
03EVA,5rk1/3q2p1/6Qp/3nB3/1p1P2P1/1R5P/5P2/6K1 w - - 0 31,g1g2 d5f4 e5f4 d7d5 g2h2 d5b3,1973,74,76,125,advantage clearance endgame fork long sacrifice,https://lichess.org/xcYGxFQA#61,,
03EWF,8/5p2/4kp2/n1pb1R2/1p4PP/1P3P2/5K2/8 b - - 0 39,a5b3 h4h5 b3d4 h5h6,1770,75,92,200,advantage endgame quietMove short,https://lichess.org/D5BHJCPb/black#78,,
03Efd,8/7r/3pkpp1/7P/1PP5/7R/2K4P/8 b - - 0 43,h7h5 h3h5 g6h5 b4b5,1506,77,92,2206,crushing defensiveMove endgame rookEndgame short,https://lichess.org/jP1rViR6/black#86,,
03EgU,3rr1k1/1b3pb1/p1n1p1p1/1pPqP3/1P1p1BP1/P4NK1/3Q1P2/1B2R2R b - - 5 27,d4d3 b1a2 d5d7 f4h6,2487,82,73,125,crushing master middlegame short,https://lichess.org/5LCeYXHf/black#54,,
03Ejm,6k1/6pp/4p3/2Pp4/8/1P3PP1/3n3P/6K1 b - - 0 38,d2b3 c5c6 b3d2 c6c7,576,104,87,763,advancedPawn advantage endgame knightEndgame short,https://lichess.org/RrB8DVVs/black#76,,
03Ekd,8/8/4nk2/5p1p/8/5NKP/6P1/8 b - - 11 66,e6g5 f3g5 f6g5 h3h4 g5f6 g3f4,1289,74,100,637,attraction crushing endgame knightEndgame long,https://lichess.org/Wb8VTSYi/black#132,,
03Eq0,r5r1/5p1k/p1p1p2p/n1qpb2P/1p1N1B2/4PQ2/PP3P2/1K1R2R1 b - - 1 27,e5g7 f4h6 c5f8 h6g7,2139,80,68,62,advantage middlegame short,https://lichess.org/ofKrK0XG/black#54,,
03EwB,8/5p2/2N1p3/2p3p1/4kbQp/8/P1rq2PP/5R1K b - - 9 32,f7f5 g4f3,1080,84,94,165,endgame mate mateIn1 oneMove,https://lichess.org/DAW94ca8/black#64,,
03Exk,8/bP1B2r1/3K3p/2R3k1/4p1P1/8/8/8 b - - 3 58,a7c5 d6c5 g7d7 b7b8q,1008,138,67,16,advancedPawn advantage endgame master masterVsMaster promotion short,https://lichess.org/K4dGlLi4/black#116,,
03Ezt,8/8/6kp/p1p2pp1/2P2P2/5KPP/P7/8 b - - 0 37,h6h5 f4g5 g6g5 h3h4,1768,77,90,402,attraction crushing endgame master pawnEndgame short,https://lichess.org/wFdYpeNr/black#74,,
03F0M,5rk1/3Q1pp1/4pb2/7p/1p2N3/1Pq4P/6P1/5R1K b - - 7 34,c3d4 e4f6 d4f6 f1f6,880,105,93,331,crushing endgame short,https://lichess.org/0NIN60xe/black#68,,
03F3J,8/8/4p1K1/7P/4nk2/8/8/8 b - - 0 57,e4f6 g6f6 e6e5 h5h6 e5e4 h6h7 e4e3 h7h8q,1329,92,60,37,advancedPawn crushing endgame hangingPiece promotion veryLong,https://lichess.org/XVjHAOQA/black#114,,
03F5s,r3r1k1/ppp1Bpp1/6p1/1P6/3P2n1/1QP5/P2N1PPq/R3RK2 w - - 2 23,d2f3 h2h1 f3g1 g4h2 f1e2 e8e7,1214,77,86,487,advantage interference long middlegame,https://lichess.org/eIe35mlI#45,,
03F7p,4r3/p4kpp/1pn5/P1pq1nN1/8/2B2P2/6P1/R3Q1K1 b - - 4 34,f7g8 e1e8,549,82,45,215,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/Kt15r1aK/black#68,,
03F8X,2R5/5pkp/1p5q/p5p1/8/Q4B2/PP3PPK/4r3 w - - 1 35,h2g3 h6h4,951,102,97,539,endgame mate mateIn1 oneMove,https://lichess.org/vfwNg8Dh#69,,
03FBe,3r4/7k/4Q2p/pp4pP/8/8/2q2PP1/5RK1 b - - 0 38,d8d1 e6g6 c2g6 h5g6 h7g8 f1d1,1723,75,95,3067,crushing endgame long,https://lichess.org/P5aTSwuC/black#76,,
03FGq,3rr1k1/5ppp/p2q1n2/8/1N6/1P1R1QP1/Pb3P1P/3R2K1 b - - 0 25,d6e7 b4c6 e7e1 d1e1,1773,76,97,1900,advantage fork middlegame short,https://lichess.org/BgTwpXJh/black#50,,
03FL5,5r2/p1q2p1k/5Q1p/3p1N2/8/1P5P/P4KP1/4r3 b - - 1 33,c7e5 f6h6 h7g8 h6g5,1656,132,100,43,endgame equality fork short,https://lichess.org/ifsXHnPY/black#66,,
03FLH,8/8/5pK1/4kP1B/4b2P/4p1P1/1P6/8 w - - 1 48,h5g4 e4f5 g4f5 e3e2 h4h5 e2e1q,973,84,91,406,advancedPawn bishopEndgame crushing endgame long promotion sacrifice,https://lichess.org/Nm8Sjxon#95,,
03FNc,3r3r/2p1nk1p/1p3p1B/p4P2/3N4/2P5/b1P3PP/3RR1K1 b - - 1 22,h8g8 e1e7 f7e7 d4c6,1303,77,84,287,attraction crushing middlegame sacrifice short,https://lichess.org/3gImg7o7/black#44,,
03FOB,8/8/2p1p1b1/p1P1Pp1k/Pp1PP1pP/6K1/8/3B4 w - - 1 45,d1b3 f5f4 g3f4 h5h4,1938,91,88,45,bishopEndgame crushing deflection endgame master masterVsMaster short,https://lichess.org/IMAyRzET#89,,
03FPz,2k2b1r/ppp1p1pp/3r4/5p2/3PB3/2P1B2q/PP3P2/RN1Q1RK1 w - - 0 15,d1f3 d6g6 e3g5 g6g5,1206,76,100,213,advantage middlegame short,https://lichess.org/OuuTCxAZ#29,Scandinavian_Defense Scandinavian_Defense_Modern_Variation,
03FQJ,r1b2rk1/ppq2ppp/4p3/3p4/2BB4/2P5/P1PQ1PPP/R4RK1 b - - 0 16,c7c4 d4g7 g8g7 d2g5 g7h8 g5f6,2169,84,87,219,advantage attraction kingsideAttack long middlegame sacrifice,https://lichess.org/kepSUgP0/black#32,Sicilian_Defense Sicilian_Defense_Flohr_Variation,
03FVn,n3r1k1/5pp1/1BN4p/P7/2P5/5KPP/5P2/8 b - - 4 51,e8c8 c6e7 g8f8 e7c8,776,115,83,34,crushing endgame fork short,https://lichess.org/ahpoYY5w/black#102,,
03FYG,r2qkb1r/pp2np1p/2npp1b1/2p3p1/2B1P1N1/3P1P1P/PPPN2P1/R1B1QRK1 b kq - 2 11,h7h5 g4f6,735,105,73,38,mate mateIn1 oneMove opening,https://lichess.org/hAN2g3kK/black#22,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,
03FZ5,8/8/3k1np1/p4p2/1pBP1Pp1/1P2K1P1/7P/8 b - - 1 45,f6d5 c4d5 d6d5 e3d3 d5d6 d3c4 d6c6 d4d5,1096,80,93,6379,crushing endgame veryLong zugzwang,https://lichess.org/aIAd9tS2/black#90,,
03FZU,R7/5P1p/2q3pk/1p1p1b2/3Q3P/2r2PK1/8/8 b - - 0 38,c6d6 d4f4 d6f4 g3f4,1027,75,100,199,crushing endgame short,https://lichess.org/1BdWC4fx/black#76,,
03FZy,8/8/3N4/3n1pk1/1PpP4/2P2K2/8/8 b - - 5 56,d5c3 b4b5 c3d5 d6c4 d5c7 b5b6,1924,80,91,1284,crushing endgame knightEndgame long master quietMove,https://lichess.org/MR93MbXD/black#112,,
03FbC,3r2k1/5ppp/p5r1/1p2PP1n/1B1p4/5P2/PP5P/3R1R1K b - - 0 32,g6g5 b4e7 g5f5 e7d8,1572,88,90,39,crushing endgame fork short,https://lichess.org/A03ZkCfd/black#64,,
03FbU,8/8/p2K4/2p1p3/1pP5/1P1k4/P7/8 w - - 1 42,d6c5 e5e4 c5b6 e4e3 c4c5 e3e2,1075,78,81,135,advancedPawn crushing endgame long pawnEndgame quietMove,https://lichess.org/bAZKIzXV#83,,
03Fdm,r1bqk2r/pp3ppp/5b2/3p4/3Q4/2N1P3/PP3PPP/R3KB1R w KQkq - 0 11,d4d5 f6c3 b2c3 d8d5,1029,82,86,105,crushing intermezzo middlegame short,https://lichess.org/elYvT1aN#21,Queens_Gambit_Declined Queens_Gambit_Declined_Traditional_Variation,
03Feb,8/8/4k2p/1p1pp1p1/pPpP4/P1P1KPPP/8/8 w - - 1 48,f3f4 g5f4 g3f4 e5e4,2189,95,89,1091,crushing defensiveMove endgame pawnEndgame short,https://lichess.org/1K321ZTG#95,,
03FfB,r4rk1/5ppp/8/p3P3/1p1q2N1/6QP/6P1/5R1K b - - 1 28,a5a4 g4h6 g8h8 h6f5 f8g8 f5d4,2204,99,82,56,advantage endgame long pin,https://lichess.org/Glnd6Kfm/black#56,,
03Fh2,2r2k1r/pp1b1pp1/4p2p/2qpR1Pn/6QP/2NB4/PPP2P2/2K4R b - - 1 20,c5f2 h1f1 f2f1 d3f1,1864,75,92,1611,crushing master middlegame short,https://lichess.org/MTfALSXT/black#40,,
03Fju,6k1/5p1p/4p3/5p2/7R/6PK/2Q1PP1P/3r1n1q w - - 4 32,c2d1 h1h2,1133,188,100,6,endgame,https://lichess.org/wTyRyhWX#63,,
03FqH,2r2rk1/3p3p/4p1pP/1p1b1q2/3R3Q/6B1/1P3PP1/4R1K1 b - - 1 26,g6g5 d4g4 f8f6 g4g5,1701,75,90,2088,crushing middlegame pin short,https://lichess.org/AqpLfsu3/black#52,,
03FvM,4r3/1p6/p2k1n2/2pN4/3p2bP/1N4R1/PPP5/2K5 w - - 2 26,d5f6 e8e1 c1d2 e1d1,1431,99,88,114,endgame mate mateIn2 operaMate short,https://lichess.org/fxpDZ9Tg#51,,
03G2B,r1b3k1/ppp3pp/2p5/b3pr2/7q/2NP1Q1P/PPP2PP1/R1B2RK1 w - - 0 14,f3g3 h4g3 f2g3 a5b6,1584,99,0,43,crushing middlegame short,https://lichess.org/87RLF86y#27,Three_Knights_Opening Three_Knights_Opening_Other_variations,
03G2c,5rk1/p5pp/4p3/4P3/P1pbB2P/2Nn2PK/1P3r2/3RR3 w - - 3 28,e1e2 f2e2 c3e2 d3f2,1860,76,93,2389,crushing middlegame short,https://lichess.org/sdbU1BRo#55,,
03G3I,8/8/p7/6p1/P7/2P5/5K1k/8 w - - 8 50,c3c4 g5g4 c4c5 g4g3 f2f3 g3g2,957,153,82,30,advancedPawn crushing endgame exposedKing long pawnEndgame quietMove,https://lichess.org/6uVZb6bF#99,,
03G75,8/p3p1k1/1p1p2r1/5Qb1/1P6/2P1P1Pp/P2BKR1P/q7 b - - 0 33,a1a2 f5f8 g7h7 f2f7 a2f7 f8f7,1673,76,92,1828,crushing endgame exposedKing long,https://lichess.org/KlOVKppM/black#66,,
03GAb,5rk1/4bp2/p3p2Q/1pp5/3rR3/1P1PR2P/5PPK/2q5 b - - 3 26,d4e4 e3g3 e7g5 g3g5 c1g5 h6g5,1188,138,58,42,crushing endgame long,https://lichess.org/OkBxDStP/black#52,,
03GHU,3r1r1k/1p4pp/p1pp4/8/8/P2Q1Bq1/1PP3P1/1K5R b - - 0 24,h8g8 f3d5 c6d5 d3g3,1796,75,88,121,advantage discoveredAttack endgame short,https://lichess.org/r8zBlepj/black#48,,
03GJ1,r2r2k1/pQn1pp1p/6p1/2qP2b1/4P3/P4P2/1P4PP/1K1R1BNR w - - 1 18,b7c6 c5c6 d5c6 d8d1,1062,83,89,343,crushing middlegame short,https://lichess.org/0MDEbvLA#35,Amazon_Attack Amazon_Attack_Siberian_Attack,
03GKT,r4rk1/pp1b1ppp/1qn5/8/3b1B2/2NB3P/PPQ2PP1/R3R1K1 b - - 5 15,d4f2 c2f2 b6f2 g1f2,1244,116,50,35,advantage middlegame short,https://lichess.org/P44rSmJn/black#30,French_Defense French_Defense_Exchange_Variation,
03GM2,4r3/8/pp2pR2/4P3/2Pk1P2/P2p4/3K4/8 w - - 2 54,f4f5 e8h8 f5e6 h8h2,2429,88,84,568,crushing endgame quietMove rookEndgame short,https://lichess.org/CiANVP3z#107,,
03GOg,2rqr1k1/pb1n1pp1/1p3n1p/2p1N3/Q2P1B2/P5P1/1P2BP1P/R3R1K1 w - - 2 19,e2b5 d7e5 e1e5 e8e5 d4e5 d8d5,1808,77,87,341,crushing long middlegame,https://lichess.org/CkX6wBhE#37,,
03GbL,r4rk1/1p3ppp/p1q2n2/P1bp4/3P2b1/1B1P4/1P2NPPP/R1BQ1RK1 b - - 0 15,c5d4 e2d4 g4d1 d4c6,1100,79,93,437,advantage hangingPiece master middlegame short,https://lichess.org/CpvEgA9b/black#30,Sicilian_Defense Sicilian_Defense_Closed,
03GkP,r1b2r1k/1p4pp/p1np4/4p1qR/2B1Pp2/2N5/PPP1QPP1/1K1R4 b - - 1 17,g5g2 h5h7 h8h7 e2h5,1269,76,73,109,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/GBRgHxI3/black#34,Sicilian_Defense Sicilian_Defense_Classical_Variation,
03Gp1,3r1k2/1b3pp1/p2r3p/3pp3/8/PB2P3/1PPR2PP/3R2K1 w - - 4 24,b3d5 d6d5 d2d5 d8d5 d1d5 b7d5,1720,92,70,32,advantage endgame long,https://lichess.org/oQYQgxtH#47,,
03GpJ,2kn2r1/p1p1q2n/R7/1QNp1p2/3P1P2/2P1P3/PP4r1/5K1R b - - 8 33,c7c6 a6c6 d8c6 b5c6,1420,81,85,97,crushing middlegame queensideAttack short,https://lichess.org/SXcHJmN3/black#66,,
03GqZ,r3kb1r/p1p1pppp/2p2n2/8/3q1P2/1PPPpQ1P/P5P1/RNB1K2R b KQkq - 0 10,d4d3 f3c6 e8d8 c6a8,895,105,74,130,crushing fork middlegame short,https://lichess.org/yfUbbt86/black#20,Bird_Opening Bird_Opening_Dutch_Variation,
03Gsq,1b1r1k2/p2q1p2/8/2N3Q1/4R3/P1P3pr/6P1/5R1K w - - 0 35,g2h3 d7h3 h1g1 h3h2,1343,79,82,76,fork mate mateIn2 middlegame short,https://lichess.org/r2FxeSR9#69,,
03Gtc,8/8/8/2p5/2PpP2P/1PbPkP2/6K1/8 w - - 1 60,h4h5 e3d3 e4e5 d3c2 e5e6 d4d3 e6e7 d3d2 e7e8q d2d1q,2334,93,87,929,advancedPawn advantage bishopEndgame endgame promotion veryLong,https://lichess.org/SjOx5l6S#119,,
03GuD,r5k1/2p2p1p/1pB3p1/8/2b3P1/qP6/P1QRr2P/1K5R b - - 3 24,c4d3 c2d3 e2d2 d3d2,1111,101,33,35,advantage hangingPiece middlegame short,https://lichess.org/afGRBFzO/black#48,,
03GwJ,2kr1r2/p6p/4p1p1/2q5/2pp4/8/P3QPPP/2R2RK1 b - - 1 25,e6e5 c1c4 c5c4 e2c4,1508,80,87,72,crushing endgame pin short,https://lichess.org/dxCZgOjC/black#50,,
03Gwt,6Q1/3q4/p2r1pp1/1p6/4k3/1PR5/P1P5/1K6 b - - 7 43,d7f5 g8e8 f5e5 e8g6,1964,79,86,96,advantage deflection endgame short,https://lichess.org/h7uqF8ju/black#86,,
03Gwv,2r3rk/1Q3p1p/2p1bp2/5q2/P1P5/1P3P2/1B4PP/4RR1K w - - 1 26,h2h3 g8g2 b7c8 e6c8,1560,79,95,6379,advantage middlegame short,https://lichess.org/s9FbmkZn#51,,
03H03,r7/ppp2k2/5n1p/6p1/3n3q/2N1Q3/PP1P1P2/R1B2R1K w - - 2 21,h1g2 f6h5 f1h1 h5f4 e3f4 h4f4,2466,86,83,131,crushing long middlegame quietMove,https://lichess.org/ei3cvsnF#41,,
03H2V,6r1/p7/1ppkp1r1/5p2/3P1P2/P1PN1K1P/1P1R2P1/8 w - - 7 39,d3e5 g6g3 f3e2 g3g2,808,98,86,313,advantage deflection endgame interference short,https://lichess.org/aCxUrrvg#77,,
03H5t,1rb2rk1/1pN2pp1/pn2p2p/3pq3/1P6/P3P3/2Q2PPP/1BR1K2R b K - 5 18,b6c4 c2h7,874,92,76,85,mate mateIn1 middlegame oneMove,https://lichess.org/ET1F2vx7/black#36,Queens_Gambit_Declined Queens_Gambit_Declined_Modern_Variation,
03H8v,6B1/4k1p1/1p3p1p/8/P4P2/5KP1/1Pn5/8 w - - 5 38,g8b3 c2d4 f3e4 d4b3,695,80,78,113,crushing endgame fork master short,https://lichess.org/SHqN6lCg#75,,
03H9V,4r2k/p3q3/2p4p/P7/8/2Q5/1P4P1/5RK1 b - - 9 43,e7e5 f1e1 e5c3 e1e8 h8g7 b2c3,2540,103,90,560,endgame master,https://lichess.org/Nx6yRVjy/black#86,,
03HHe,r2qr1k1/pb1nbp2/1pp1pn1Q/6N1/3P3P/2NB4/PPP2PP1/1K1RR3 b - - 2 15,e7f8 d3h7 f6h7 h6h7,1147,78,87,395,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/r9hyphJg/black#30,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,
03HK0,8/7p/1p5K/8/p1PPk3/P7/8/8 w - - 1 41,c4c5 b6c5 d4c5 e4d5 c5c6 d5c6,1429,81,94,60,crushing endgame long pawnEndgame,https://lichess.org/0B2uwHMH#81,,
